date,visitors,sales_amount,avg_spend,member_visitors,member_ratio,new_member_ratio,repeat_ratio,temp_max,temp_min,precipitation_mm,weather,foot_traffic,sns_mentions,sns_sentiment,point_multiplier,is_sale,coupon_sent,is_holiday,is_weekend,is_payday
2025-02-12,578,1380842,2389,329,0.569,0.049,0.951,8.0,0.8,0.0,cloudy,8411,179,0.464,1,0,0,0,0,0
2025-02-13,669,1659120,2480,382,0.572,0.058,0.942,9.1,1.0,0.0,cloudy,8519,265,0.508,1,0,0,0,0,0
2025-02-14,688,1685600,2450,379,0.551,0.041,0.959,8.9,3.7,9.1,rain,7639,232,0.511,1,0,1,0,0,0
2025-02-15,627,1635216,2608,435,0.694,0.036,0.964,7.7,-2.3,27.6,rain,9098,278,0.345,5,0,0,0,1,0
2025-02-16,900,2391300,2657,576,0.64,0.047,0.953,10.3,-1.7,0.0,cloudy,12385,251,0.491,1,0,0,0,1,0
2025-02-17,578,1351364,2338,374,0.647,0.051,0.949,12.5,0.6,0.0,cloudy,7865,164,0.528,1,0,0,0,0,0
2025-02-18,406,1009316,2486,243,0.6,0.038,0.962,11.0,1.5,14.6,rain,5237,279,0.377,1,0,1,0,0,0
2025-02-19,667,1710188,2564,402,0.603,0.036,0.964,11.9,2.6,0.0,sunny,8151,209,0.7,1,0,0,0,0,0
2025-02-20,716,1770668,2473,441,0.616,0.052,0.948,13.3,2.4,0.0,cloudy,7714,275,0.518,1,0,0,0,0,0
2025-02-21,851,2021125,2375,564,0.663,0.042,0.958,13.7,1.2,0.0,cloudy,10328,252,0.578,1,0,0,0,0,0
2025-02-22,1093,3016680,2760,733,0.671,0.035,0.965,11.8,3.4,0.0,sunny,13508,310,0.504,1,0,0,0,1,0
2025-02-23,1227,3338667,2721,790,0.644,0.06,0.94,14.0,3.5,0.0,cloudy,12765,450,0.503,1,0,0,1,1,0
2025-02-24,927,2196990,2370,584,0.63,0.044,0.956,12.2,2.4,0.0,sunny,11595,368,0.414,1,0,0,1,0,1
2025-02-25,692,1666336,2408,491,0.71,0.061,0.939,10.9,3.6,0.0,cloudy,8556,280,0.424,5,0,0,0,0,1
2025-02-26,714,1700034,2381,437,0.612,0.05,0.95,11.4,2.7,0.0,cloudy,10162,235,0.453,1,0,0,0,0,1
2025-02-27,650,1669200,2568,395,0.608,0.053,0.947,10.2,1.6,0.0,cloudy,6762,307,0.565,1,0,1,0,0,0
2025-02-28,808,2047472,2534,498,0.616,0.048,0.952,11.2,3.6,0.0,sunny,9847,426,0.636,1,0,0,0,0,0
2025-03-01,1012,3077492,3041,598,0.591,0.053,0.947,12.1,2.8,12.4,rain,9616,424,0.257,1,1,0,0,1,0
2025-03-02,1215,3495555,2877,747,0.615,0.069,0.931,14.0,2.8,0.0,sunny,13756,271,0.506,1,1,0,0,1,0
2025-03-03,849,2024016,2384,498,0.586,0.049,0.951,15.5,5.1,0.0,cloudy,8700,209,0.441,1,0,0,0,0,0
2025-03-04,505,1320575,2615,329,0.651,0.054,0.946,11.0,-0.6,8.9,rain,7611,256,0.529,1,0,1,0,0,0
2025-03-05,740,1852960,2504,508,0.686,0.032,0.968,13.8,1.0,0.0,cloudy,8984,244,0.636,5,0,0,0,0,0
2025-03-06,636,1604628,2523,422,0.663,0.049,0.951,11.7,1.5,0.0,cloudy,8264,340,0.514,1,0,0,0,0,0
2025-03-07,844,1946264,2306,482,0.571,0.039,0.961,14.2,2.9,0.0,cloudy,11103,386,0.546,1,0,0,0,0,0
2025-03-08,1176,2998800,2550,796,0.677,0.052,0.948,13.4,3.2,0.0,sunny,13454,416,0.666,1,0,1,0,1,0
2025-03-09,1100,3032700,2757,630,0.573,0.05,0.95,11.0,1.5,0.0,cloudy,13447,294,0.587,1,0,0,0,1,0
2025-03-10,818,2031094,2483,519,0.634,0.057,0.943,15.3,2.4,0.0,sunny,7724,206,0.489,10,0,0,0,0,0
2025-03-11,532,1384264,2602,320,0.601,0.061,0.939,13.1,2.7,9.0,rain,6188,311,0.563,1,0,0,0,0,0
2025-03-12,665,1468985,2209,438,0.659,0.055,0.945,13.4,7.8,0.0,sunny,8963,282,0.484,1,0,0,0,0,0
2025-03-13,695,1688850,2430,436,0.627,0.059,0.941,12.7,7.0,0.0,cloudy,10007,393,0.584,1,0,1,0,0,0
2025-03-14,880,2181520,2479,539,0.613,0.046,0.954,13.5,3.8,0.0,sunny,8572,254,0.591,1,0,0,0,0,0
2025-03-15,901,2644435,2935,582,0.646,0.078,0.922,15.3,4.1,13.4,rain,12143,368,0.291,5,0,0,0,1,0
2025-03-16,1061,2622792,2472,614,0.579,0.038,0.962,14.5,3.0,0.0,sunny,13009,275,0.564,1,0,0,0,1,0
2025-03-17,758,1958672,2584,496,0.654,0.045,0.955,15.4,2.1,0.0,sunny,7402,362,0.541,1,0,0,0,0,0
2025-03-18,736,1937152,2632,474,0.644,0.059,0.941,15.6,4.9,0.0,sunny,6061,132,0.594,1,0,1,0,0,0
2025-03-19,490,1180900,2410,324,0.661,0.058,0.942,17.2,3.7,23.0,rain,5038,354,0.467,1,0,0,0,0,0
2025-03-20,843,2067879,2453,533,0.632,0.055,0.945,14.9,5.3,0.0,sunny,11671,410,0.588,1,0,0,1,0,0
2025-03-21,932,2346776,2518,504,0.541,0.057,0.943,13.4,3.2,0.0,cloudy,11147,403,0.526,1,0,0,0,0,0
2025-03-22,1159,2817529,2431,675,0.583,0.029,0.971,17.3,4.6,0.0,sunny,16197,396,0.625,1,0,0,0,1,0
2025-03-23,1147,2942055,2565,727,0.634,0.066,0.934,15.4,6.1,0.0,cloudy,12878,286,0.48,1,0,0,0,1,0
2025-03-24,795,2114700,2660,484,0.609,0.048,0.952,17.7,6.6,8.6,rain,8086,337,0.444,1,0,0,0,0,1
2025-03-25,863,2280046,2642,564,0.653,0.062,0.938,16.8,6.9,0.0,sunny,9885,394,0.294,5,0,0,0,0,1
2025-03-26,790,1959200,2480,464,0.587,0.03,0.97,16.2,4.4,0.0,cloudy,10675,204,0.544,1,0,0,0,0,1
2025-03-27,509,1279626,2514,330,0.648,0.053,0.947,17.1,7.9,26.1,rain,6513,440,0.334,1,0,0,0,0,0
2025-03-28,1002,2578146,2573,635,0.634,0.044,0.956,19.7,5.6,0.0,cloudy,11259,519,0.582,1,0,0,0,0,0
2025-03-29,1432,3903632,2726,909,0.635,0.056,0.944,20.1,7.9,0.0,cloudy,19948,435,0.392,1,0,0,0,1,1
2025-03-30,1254,3200208,2552,754,0.601,0.053,0.947,17.2,7.1,0.0,cloudy,15309,324,0.498,1,0,0,0,1,1
2025-03-31,931,2506252,2692,582,0.625,0.054,0.946,17.5,5.2,0.0,sunny,10222,232,0.588,1,0,0,0,0,1
2025-04-01,774,2062710,2665,449,0.58,0.039,0.961,19.1,7.0,0.0,sunny,8842,252,0.468,1,0,0,0,0,0
2025-04-02,612,1582020,2585,377,0.616,0.049,0.951,16.4,8.2,8.6,rain,8682,286,0.583,1,0,0,0,0,0
2025-04-03,715,1712425,2395,389,0.544,0.048,0.952,18.3,8.7,0.0,cloudy,9979,332,0.505,1,0,0,0,0,0
2025-04-04,1017,2412324,2372,583,0.573,0.055,0.945,18.0,7.8,0.0,sunny,11459,664,0.547,1,0,0,0,0,0
2025-04-05,1559,4600609,2951,1029,0.66,0.09,0.91,18.7,10.5,0.0,cloudy,17574,439,0.598,5,1,0,0,1,0
2025-04-06,1434,4207356,2934,991,0.691,0.082,0.918,17.1,9.9,0.0,sunny,17572,328,0.626,1,1,0,0,1,0
2025-04-07,792,1804968,2279,448,0.566,0.037,0.963,16.2,8.2,0.0,cloudy,10007,167,0.557,1,0,0,0,0,0
2025-04-08,416,1065792,2562,242,0.583,0.051,0.949,15.6,9.9,23.1,rain,6733,343,0.335,1,0,0,0,0,0
2025-04-09,784,2086224,2661,491,0.627,0.076,0.924,17.3,11.8,0.0,cloudy,10759,276,0.513,1,0,0,0,0,0
2025-04-10,811,2148339,2649,586,0.723,0.066,0.934,18.4,12.1,11.8,rain,7410,436,0.451,10,0,1,0,0,0
2025-04-11,1108,2675820,2415,694,0.626,0.02,0.98,18.9,7.5,0.0,cloudy,12688,527,0.468,1,0,0,0,0,0
2025-04-12,1379,3476459,2521,884,0.641,0.051,0.949,22.4,8.1,0.0,sunny,14554,507,0.536,1,0,0,0,1,0
2025-04-13,1048,2791872,2664,639,0.61,0.059,0.941,21.3,11.9,0.0,sunny,14889,311,0.519,1,0,0,0,1,0
2025-04-14,890,2208090,2481,538,0.605,0.048,0.952,18.4,8.3,0.0,sunny,9570,234,0.542,1,0,0,0,0,0
2025-04-15,856,2252992,2632,576,0.672,0.045,0.955,20.6,8.1,0.0,cloudy,9416,350,0.469,5,0,0,0,0,0
2025-04-16,742,1910650,2575,445,0.6,0.047,0.953,19.6,9.5,0.0,cloudy,9367,315,0.402,1,0,0,0,0,0
2025-04-17,804,2119344,2636,516,0.642,0.056,0.944,20.0,11.1,0.0,cloudy,10335,438,0.592,1,0,0,0,0,0
2025-04-18,1061,2501838,2358,607,0.572,0.039,0.961,20.9,10.5,0.0,cloudy,13740,508,0.627,1,0,0,0,0,0
2025-04-19,1286,3413044,2654,832,0.647,0.062,0.938,21.7,9.8,4.8,rain,15166,499,0.407,1,0,0,0,1,0
2025-04-20,1454,4175888,2872,903,0.621,0.079,0.921,20.5,10.0,0.0,cloudy,12549,327,0.58,1,1,0,0,1,0
2025-04-21,951,2366088,2488,583,0.614,0.041,0.959,22.8,10.1,0.0,cloudy,10052,327,0.756,1,0,0,0,0,0
2025-04-22,695,1812560,2608,397,0.571,0.061,0.939,19.7,10.1,0.0,cloudy,8426,298,0.598,1,0,0,0,0,0
2025-04-23,772,2024184,2622,456,0.591,0.035,0.965,21.6,15.0,0.0,sunny,10657,427,0.517,1,0,0,0,0,0
2025-04-24,853,2281775,2675,560,0.656,0.044,0.956,25.7,12.2,0.0,cloudy,13097,474,0.475,1,0,0,0,0,1
2025-04-25,1218,3203340,2630,808,0.664,0.044,0.956,22.3,13.3,0.0,sunny,15714,687,0.556,5,0,0,0,0,1
2025-04-26,1756,4584916,2611,1103,0.628,0.071,0.929,24.3,11.4,0.0,cloudy,18293,503,0.57,1,0,0,0,1,1
2025-04-27,1444,3742848,2592,857,0.594,0.043,0.957,22.5,12.0,0.0,sunny,16167,337,0.558,1,0,0,0,1,0
2025-04-28,877,2002191,2283,543,0.619,0.028,0.972,23.4,11.4,0.0,sunny,10275,524,0.536,1,0,0,0,0,0
2025-04-29,1213,3235071,2667,702,0.579,0.044,0.956,22.6,8.7,0.0,cloudy,13425,378,0.627,1,0,0,1,0,1
2025-04-30,959,2359140,2460,597,0.623,0.055,0.945,22.6,10.8,0.0,cloudy,13080,392,0.584,1,0,0,0,0,1
2025-05-01,916,2347708,2563,578,0.631,0.058,0.942,21.9,10.4,0.0,cloudy,11988,402,0.588,1,0,0,0,0,0
2025-05-02,964,2491940,2585,607,0.63,0.073,0.927,23.9,9.9,0.0,cloudy,14808,867,0.566,1,0,0,0,0,0
2025-05-03,2055,5636865,2743,1218,0.593,0.094,0.906,22.2,11.6,0.0,cloudy,20601,514,0.559,1,1,0,1,1,0
2025-05-04,1499,4182210,2790,914,0.61,0.082,0.918,24.6,15.6,17.2,rain,14646,416,0.534,1,1,1,1,1,0
2025-05-05,1009,2798966,2774,692,0.686,0.041,0.959,25.4,13.7,7.9,rain,10885,523,0.5,5,0,1,1,0,0
2025-05-06,1049,2660264,2536,644,0.614,0.066,0.934,24.5,15.9,0.0,cloudy,13758,389,0.653,1,0,0,1,0,0
2025-05-07,880,2135760,2427,538,0.611,0.046,0.954,23.7,14.8,0.0,sunny,10187,247,0.491,1,0,0,0,0,0
2025-05-08,664,1649376,2484,450,0.677,0.043,0.957,25.0,15.5,13.7,rain,7953,424,0.489,1,0,0,0,0,0
2025-05-09,1048,2762528,2636,620,0.591,0.046,0.954,24.1,13.2,0.0,sunny,10386,549,0.649,1,0,0,0,0,0
2025-05-10,1644,4645944,2826,1155,0.702,0.037,0.963,26.1,15.5,0.0,cloudy,17093,474,0.527,10,0,0,0,1,0
2025-05-11,1352,3289416,2433,791,0.585,0.045,0.955,22.1,16.0,0.0,sunny,16364,347,0.683,1,0,0,0,1,0
2025-05-12,1006,2720224,2704,643,0.64,0.048,0.952,24.6,14.2,0.0,sunny,10602,355,0.588,1,0,0,0,0,0
2025-05-13,831,2178051,2621,533,0.641,0.057,0.943,22.3,16.1,0.0,cloudy,12322,486,0.48,1,0,0,0,0,0
2025-05-14,959,2379279,2481,580,0.605,0.046,0.954,23.2,16.3,0.0,cloudy,10017,296,0.732,1,0,0,0,0,0
2025-05-15,1047,2535834,2422,663,0.633,0.037,0.963,27.6,14.8,0.0,cloudy,10526,470,0.641,5,0,0,0,0,0
2025-05-16,1050,2763600,2632,589,0.561,0.034,0.966,27.1,14.1,0.0,sunny,12420,648,0.624,1,0,0,0,0,0
2025-05-17,1589,4759055,2995,956,0.602,0.082,0.918,24.8,14.2,0.0,sunny,16931,453,0.465,1,1,0,0,1,0
2025-05-18,1442,3509828,2434,917,0.636,0.051,0.949,23.8,16.2,0.0,sunny,18093,275,0.539,1,0,1,0,1,0
2025-05-19,656,1620976,2471,386,0.588,0.044,0.956,21.8,16.8,27.5,rain,8348,394,0.416,1,0,0,0,0,0
2025-05-20,884,2555644,2891,551,0.623,0.045,0.955,25.6,15.2,0.0,sunny,9789,353,0.509,1,0,0,0,0,0
2025-05-21,900,2251800,2502,518,0.576,0.054,0.946,30.2,16.6,0.0,cloudy,9728,255,0.739,1,0,1,0,0,0
2025-05-22,553,1331071,2407,339,0.613,0.064,0.936,27.4,17.6,29.3,rain,6487,309,0.419,1,0,0,0,0,0
2025-05-23,736,1747264,2374,431,0.586,0.042,0.958,26.1,17.8,28.3,rain,10205,741,0.395,1,0,0,0,0,0
2025-05-24,1776,5075808,2858,1097,0.618,0.051,0.949,27.8,19.4,0.0,cloudy,22729,443,0.645,1,0,0,0,1,1
2025-05-25,973,2738022,2814,637,0.655,0.06,0.94,24.9,19.1,16.9,rain,12430,308,0.371,5,0,0,0,1,1
2025-05-26,1007,2694732,2676,588,0.584,0.042,0.958,26.9,15.9,0.0,cloudy,11020,329,0.631,1,0,0,0,0,1
2025-05-27,656,1660336,2531,394,0.6,0.05,0.95,27.7,20.1,12.7,rain,6785,396,0.267,1,0,1,0,0,0
2025-05-28,865,2298305,2657,512,0.592,0.05,0.95,27.6,16.9,0.0,sunny,11038,366,0.514,1,0,0,0,0,0
2025-05-29,1074,2571156,2394,624,0.581,0.037,0.963,29.0,19.4,0.0,cloudy,13599,400,0.634,1,0,0,0,0,1
2025-05-30,1302,3281040,2520,850,0.652,0.052,0.948,28.5,18.1,0.0,cloudy,12525,656,0.676,1,0,0,0,0,1
2025-05-31,1676,4463188,2663,1021,0.609,0.05,0.95,29.1,17.5,0.0,cloudy,19681,412,0.488,1,0,0,0,1,1
2025-06-01,1067,3336509,3127,591,0.554,0.086,0.914,27.2,15.6,14.2,rain,13638,344,0.329,1,1,0,0,1,0
2025-06-02,772,1960880,2540,464,0.601,0.038,0.962,29.8,18.2,0.0,sunny,10675,284,0.595,1,0,0,0,0,0
2025-06-03,695,1683290,2422,450,0.647,0.05,0.95,31.0,16.2,8.1,rain,9796,301,0.5,1,0,0,0,0,0
2025-06-04,845,2119260,2508,505,0.597,0.064,0.936,27.2,20.1,0.0,cloudy,11667,279,0.529,1,0,0,0,0,0
2025-06-05,1009,2380231,2359,721,0.715,0.071,0.929,27.5,21.1,3.9,rain,9399,398,0.62,5,0,0,0,0,0
2025-06-06,1136,2510560,2210,675,0.594,0.063,0.937,31.0,17.8,3.3,rain,12181,390,0.506,1,0,0,0,0,0
2025-06-07,1289,3927583,3047,819,0.635,0.068,0.932,28.8,19.5,35.8,rain,11440,591,0.243,1,1,0,0,1,0
2025-06-08,1440,4132800,2870,938,0.651,0.085,0.915,31.3,18.1,0.0,sunny,14292,186,0.446,1,1,0,0,1,0
2025-06-09,648,1598616,2467,411,0.634,0.045,0.955,28.7,18.4,19.8,rain,6509,377,0.401,1,0,1,0,0,0
2025-06-10,1109,2974338,2682,697,0.629,0.053,0.947,31.6,20.6,0.0,cloudy,11675,347,0.401,10,0,1,0,0,0
2025-06-11,880,2354000,2675,521,0.592,0.042,0.958,29.8,19.5,4.6,rain,8790,375,0.526,1,0,0,0,0,0
2025-06-12,894,2294898,2567,586,0.655,0.033,0.967,30.1,22.3,0.0,sunny,12391,352,0.439,1,0,0,0,0,0
2025-06-13,1158,3174078,2741,690,0.596,0.047,0.953,32.2,19.1,0.0,sunny,12709,289,0.681,1,0,0,0,0,0
2025-06-14,936,2518776,2691,608,0.649,0.057,0.943,29.4,21.4,17.1,rain,11666,520,0.573,1,0,0,0,1,0
2025-06-15,1396,3826436,2741,917,0.657,0.053,0.947,28.6,20.2,0.0,sunny,17235,249,0.465,5,0,0,0,1,0
2025-06-16,546,1381380,2530,341,0.624,0.054,0.946,29.5,21.3,15.3,rain,7194,242,0.421,1,0,0,0,0,0
2025-06-17,636,1487604,2339,368,0.578,0.052,0.948,30.9,19.6,12.9,rain,8039,197,0.323,1,0,0,0,0,0
2025-06-18,559,1464021,2619,336,0.602,0.054,0.946,28.0,20.3,26.0,rain,5659,346,0.375,1,0,0,0,0,0
2025-06-19,911,1998734,2194,541,0.594,0.055,0.945,31.4,20.3,0.0,cloudy,11519,504,0.694,1,0,0,0,0,0
2025-06-20,1114,2703678,2427,698,0.627,0.047,0.953,29.7,19.3,0.0,sunny,10316,424,0.513,1,0,0,0,0,0
2025-06-21,1111,2919708,2628,692,0.623,0.051,0.949,32.4,21.6,10.1,rain,13402,457,0.377,1,0,0,0,1,0
2025-06-22,1610,4522490,2809,1021,0.634,0.097,0.903,27.1,21.7,0.0,cloudy,17958,341,0.475,1,1,0,0,1,0
2025-06-23,930,2272920,2444,563,0.605,0.051,0.949,29.6,21.7,0.0,cloudy,11703,309,0.642,1,0,0,0,0,0
2025-06-24,621,1695330,2730,368,0.592,0.05,0.95,28.4,23.2,17.8,rain,6850,317,0.139,1,0,0,0,0,1
2025-06-25,942,2559414,2717,636,0.675,0.051,0.949,29.7,23.1,0.0,sunny,10924,382,0.515,5,0,0,0,0,1
2025-06-26,1055,2546770,2414,622,0.589,0.048,0.952,31.4,20.5,0.0,cloudy,11807,391,0.546,1,0,0,0,0,1
2025-06-27,1019,2487379,2441,665,0.652,0.046,0.954,30.9,21.7,0.0,sunny,13750,532,0.497,1,0,0,0,0,0
2025-06-28,1270,3120390,2457,783,0.617,0.052,0.948,30.8,20.3,0.0,cloudy,13937,511,0.619,1,0,0,0,1,0
2025-06-29,1229,3340422,2718,750,0.61,0.045,0.955,31.0,21.3,4.7,rain,16524,423,0.646,1,0,0,0,1,1
2025-06-30,982,2424558,2469,622,0.634,0.049,0.951,31.6,20.4,1.3,rain,12412,314,0.437,1,0,0,0,0,1
2025-07-01,822,1852788,2254,508,0.618,0.042,0.958,29.9,23.8,0.0,cloudy,10053,241,0.717,1,0,0,0,0,0
2025-07-02,459,1153467,2513,262,0.57,0.051,0.949,32.5,22.0,23.0,rain,7104,224,0.286,1,0,0,0,0,0
2025-07-03,593,1515115,2555,349,0.588,0.056,0.944,32.5,21.2,31.9,rain,7211,395,0.503,1,0,1,0,0,0
2025-07-04,1203,3151860,2620,784,0.652,0.048,0.952,32.1,23.4,0.0,sunny,12547,391,0.562,1,0,0,0,0,0
2025-07-05,1122,3353658,2989,755,0.673,0.06,0.94,32.5,18.4,27.8,rain,8953,416,0.36,5,1,0,0,1,0
2025-07-06,1506,4322220,2870,858,0.57,0.086,0.914,32.1,18.6,0.0,sunny,15822,322,0.517,1,1,0,0,1,0
2025-07-07,884,2429232,2748,557,0.631,0.051,0.949,34.8,22.9,0.0,sunny,9321,278,0.547,1,0,0,0,0,0
2025-07-08,599,1498099,2501,361,0.603,0.04,0.96,31.6,21.8,19.9,rain,6185,352,0.417,1,0,1,0,0,0
2025-07-09,942,2439780,2590,559,0.594,0.058,0.942,31.3,22.2,0.0,cloudy,10987,432,0.476,1,0,0,0,0,0
2025-07-10,842,2110052,2506,535,0.636,0.036,0.964,30.7,19.8,0.0,cloudy,12592,379,0.531,10,0,0,0,0,0
2025-07-11,1209,3126474,2586,786,0.65,0.06,0.94,30.3,21.8,0.0,sunny,13425,329,0.488,1,0,0,0,0,0
2025-07-12,950,2312300,2434,533,0.561,0.049,0.951,30.0,24.9,26.2,rain,11998,354,0.303,1,0,0,0,1,0
2025-07-13,963,2469132,2564,573,0.595,0.027,0.973,30.6,23.1,19.4,rain,8785,414,0.335,1,0,0,0,1,0
2025-07-14,802,1883898,2349,500,0.624,0.052,0.948,31.8,22.2,0.0,cloudy,10869,314,0.458,1,0,0,0,0,0
2025-07-15,601,1500697,2497,431,0.717,0.046,0.954,32.5,21.3,9.3,rain,8030,426,0.516,5,0,0,0,0,0
2025-07-16,885,2350560,2656,563,0.637,0.044,0.956,32.0,21.4,0.0,sunny,11923,251,0.726,1,0,0,0,0,0
2025-07-17,652,1579796,2423,388,0.595,0.043,0.957,30.8,18.8,14.8,rain,7284,272,0.41,1,0,1,0,0,0
2025-07-18,736,1906240,2590,490,0.666,0.049,0.951,33.3,22.4,24.4,rain,8187,456,0.558,1,0,0,0,0,0
2025-07-19,1474,4162576,2824,854,0.579,0.045,0.955,33.1,23.3,0.0,sunny,18501,443,0.373,1,0,0,0,1,0
2025-07-20,1499,4378579,2921,941,0.628,0.061,0.939,31.8,19.6,0.0,sunny,15308,331,0.588,1,1,0,0,1,0
2025-07-21,1044,2739456,2624,663,0.635,0.063,0.937,31.0,21.0,0.0,cloudy,11804,193,0.551,1,0,0,1,0,0
2025-07-22,528,1354848,2566,313,0.594,0.048,0.952,32.8,20.3,23.1,rain,7998,347,0.465,1,0,0,0,0,0
2025-07-23,847,2130205,2515,543,0.641,0.043,0.957,32.3,20.5,0.0,cloudy,9307,295,0.723,1,0,0,0,0,0
2025-07-24,984,2552496,2594,595,0.605,0.039,0.961,29.8,22.1,0.0,sunny,12522,371,0.537,1,0,0,0,0,1
2025-07-25,1066,2997592,2812,736,0.691,0.058,0.942,31.9,18.8,10.8,rain,12128,407,0.414,5,0,0,0,0,1
2025-07-26,1239,3148299,2541,700,0.565,0.037,0.963,32.3,22.9,13.0,rain,14614,383,0.34,1,0,0,0,1,1
2025-07-27,1335,3336165,2499,841,0.63,0.051,0.949,30.6,23.1,0.0,sunny,15217,231,0.599,1,0,0,0,1,0
2025-07-28,645,1530585,2373,392,0.608,0.044,0.956,32.2,21.5,10.6,rain,8013,330,0.25,1,0,0,0,0,0
2025-07-29,787,2065088,2624,515,0.654,0.045,0.955,29.7,18.2,0.0,sunny,11294,310,0.612,1,0,0,0,0,1
2025-07-30,901,2379541,2641,557,0.619,0.039,0.961,33.9,20.4,0.0,cloudy,10107,264,0.548,1,0,0,0,0,1
2025-07-31,586,1425738,2433,385,0.657,0.044,0.956,33.7,23.7,22.9,rain,9400,277,0.361,1,0,0,0,0,1
2025-08-01,1025,2288825,2233,651,0.635,0.05,0.95,31.4,17.6,0.0,cloudy,12644,352,0.531,1,0,0,0,0,0
2025-08-02,1275,3603150,2826,786,0.616,0.082,0.918,32.3,21.2,11.1,rain,13627,599,0.387,1,1,1,0,1,0
2025-08-03,1594,4789970,3005,1026,0.644,0.072,0.928,28.1,19.9,0.0,sunny,15206,328,0.654,1,1,0,0,1,0
2025-08-04,798,1988616,2492,514,0.644,0.049,0.951,29.9,22.9,0.0,sunny,10139,329,0.809,1,0,0,0,0,0
2025-08-05,754,1958892,2598,516,0.684,0.059,0.941,31.2,20.6,0.0,sunny,9317,245,0.648,5,0,0,0,0,0
2025-08-06,772,1879820,2435,426,0.551,0.033,0.967,29.9,22.2,6.6,rain,7509,268,0.505,1,0,0,0,0,0
2025-08-07,772,2028044,2627,456,0.591,0.05,0.95,32.6,22.3,0.0,sunny,10183,369,0.6,1,0,0,0,0,0
2025-08-08,985,2504855,2543,652,0.662,0.04,0.96,34.4,24.2,0.0,sunny,11806,471,0.604,1,0,0,0,0,0
2025-08-09,1436,3880072,2702,836,0.582,0.039,0.961,29.6,21.1,0.0,sunny,18793,776,0.476,1,0,0,0,1,0
2025-08-10,1785,5397840,3024,1243,0.696,0.083,0.917,30.1,21.9,0.0,cloudy,13379,363,0.449,10,1,0,0,1,0
2025-08-11,1073,2753318,2566,688,0.641,0.045,0.955,31.6,19.0,0.0,cloudy,11968,278,0.545,1,0,0,1,0,0
2025-08-12,764,1953548,2557,457,0.598,0.038,0.962,33.6,23.0,0.0,sunny,8509,418,0.615,1,0,0,0,0,0
2025-08-13,853,2033552,2384,478,0.56,0.063,0.937,29.3,20.0,0.0,cloudy,11619,301,0.421,1,0,0,0,0,0
2025-08-14,907,2310129,2547,547,0.603,0.059,0.941,31.4,20.2,0.0,sunny,9444,421,0.492,1,0,0,0,0,0
2025-08-15,1067,2856359,2677,781,0.732,0.031,0.969,33.7,20.9,0.0,sunny,12908,673,0.596,5,0,0,0,0,0
2025-08-16,1426,4412044,3094,847,0.594,0.065,0.935,28.4,18.5,0.0,sunny,18395,505,0.553,1,1,0,0,1,0
2025-08-17,1167,3127560,2680,696,0.596,0.056,0.944,28.9,21.1,0.0,cloudy,14933,319,0.663,1,0,0,0,1,0
2025-08-18,854,2031666,2379,504,0.59,0.047,0.953,30.1,22.1,0.0,sunny,8775,264,0.437,1,0,0,0,0,0
2025-08-19,653,1566547,2399,429,0.656,0.065,0.935,29.8,21.0,5.6,rain,7377,296,0.738,1,0,0,0,0,0
2025-08-20,866,2118236,2446,531,0.613,0.056,0.944,31.7,18.1,0.0,cloudy,10555,183,0.427,1,0,0,0,0,0
2025-08-21,530,1337720,2524,319,0.601,0.053,0.947,30.8,20.2,43.7,rain,5820,405,0.238,1,0,0,0,0,0
2025-08-22,1035,2571975,2485,686,0.662,0.04,0.96,27.6,21.4,0.0,cloudy,13362,627,0.545,1,0,0,0,0,0
2025-08-23,1383,3427074,2478,882,0.637,0.055,0.945,31.0,17.4,0.0,cloudy,16211,786,0.459,1,0,0,0,1,0
2025-08-24,1420,3517340,2477,841,0.592,0.037,0.963,29.2,18.5,2.9,rain,17481,374,0.783,1,0,0,0,1,1
2025-08-25,967,2228935,2305,612,0.633,0.063,0.937,31.9,21.3,0.0,sunny,11792,371,0.544,5,0,0,0,0,1
2025-08-26,933,1968630,2110,611,0.655,0.054,0.946,28.9,20.3,0.0,sunny,9948,257,0.534,1,0,0,0,0,1
2025-08-27,708,1758672,2484,439,0.621,0.042,0.958,28.8,20.4,0.0,cloudy,8900,291,0.483,1,0,0,0,0,0
2025-08-28,792,2209680,2790,454,0.574,0.058,0.942,30.5,22.4,0.0,cloudy,10817,482,0.585,1,0,0,0,0,0
2025-08-29,1190,3242750,2725,674,0.567,0.072,0.928,30.7,20.2,0.0,sunny,13178,671,0.525,1,0,0,0,0,1
2025-08-30,1469,3668093,2497,862,0.587,0.048,0.952,30.1,20.4,0.0,cloudy,13254,454,0.638,1,0,0,0,1,1
2025-08-31,1511,3996595,2645,881,0.583,0.056,0.944,26.8,23.4,0.0,sunny,18236,178,0.536,1,0,0,0,1,1
2025-09-01,455,1054235,2317,254,0.559,0.046,0.954,30.0,18.8,22.1,rain,5724,378,0.323,1,0,0,0,0,0
2025-09-02,669,1562784,2336,393,0.587,0.051,0.949,27.5,17.8,0.0,sunny,9927,293,0.415,1,0,0,0,0,0
2025-09-03,811,1905850,2350,480,0.592,0.035,0.965,29.3,19.5,0.0,sunny,10966,399,0.536,1,0,0,0,0,0
2025-09-04,887,2192664,2472,538,0.606,0.05,0.95,26.6,19.4,2.9,rain,9698,417,0.448,1,0,1,0,0,0
